".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S","study","group","trial","condition","filename","optRadiusHR","optEmbdimHR","optDelayHR","optRadiusResp","optEmbdimResp","optDelayResp"
"1",7.1492083,73.271176,78.534,1.2297762,-10,1.3996657701803,-0.0266311820658727,-1.13807512850881,-2.38288568080117,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"2",7.150875,77.821,78.570218,0.85813595,-10,0.987801356937402,-0.0266311820658727,-0.390187117127491,-2.37742937430012,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"3",7.1525417,77.821,79.0514,0.47782894,-10,0.566332144370115,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"4",7.1542083,77.821,79.0514,0.1389801198,-10,0.190808313165825,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"5",7.155875,77.821,79.0514,-0.165039081,-10,-0.146116144699182,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"6",7.1575417,77.821,79.0514,-0.43379516,-10,-0.443960807064994,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"7",7.1592083,77.821,79.0514,-0.6444488,-10,-0.677414362852021,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"8",7.160875,77.821,79.0514,-0.72225342,-10,-0.763640099068393,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"9",7.1625417,77.821,79.0514,-0.4772003,-10,-0.492063865110579,-0.0266311820658727,-0.390187117127491,-2.3049384450719,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"10",7.1642083,77.821,79.72565,0.08985902048,-10,0.136370633852894,-0.0266311820658727,-0.390187117127491,-2.20336147620746,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"11",7.165875,77.894824,80.2139,0.73092336,-10,0.846820021526453,-0.0266311820658727,-0.378052123652531,-2.12980574013322,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"12",7.1675417,79.6666,80.2139,1.2644622,-10,1.43810597959718,-0.0266311820658727,-0.0868122802535003,-2.12980574013322,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"13",7.1692083,79.6666,80.2139,1.6132784,-10,1.82467600139276,-0.0266311820658727,-0.0868122802535003,-2.12980574013322,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"14",7.170875,79.6666,80.2139,1.7835512,-10,2.01337813164702,-0.0266311820658727,-0.0868122802535003,-2.12980574013322,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"15",7.1725417,79.6666,80.2139,1.8262965,-10,2.06074993247697,-0.0266311820658727,-0.0868122802535003,-2.12980574013322,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"16",7.1742083,79.6666,80.2139,1.7958593,-10,2.02701838827863,-0.0266311820658727,-0.0868122802535003,-2.12980574013322,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"17",7.175875,79.6666,88.314212,1.7197388,-10,1.9426590513439,-0.0266311820658727,-0.0868122802535003,-0.909479244299006,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"18",7.1775417,79.6666,89.4188,1.6151035,-10,1.82669863952362,-0.0266311820658727,-0.0868122802535003,-0.743071085776158,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"19",7.1792083,79.6666,89.4188,1.5156159,-10,1.71644308459128,-0.0266311820658727,-0.0868122802535003,-0.743071085776158,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"20",7.180875,79.6666,89.4188,1.4287047,-10,1.62012512551059,-0.0266311820658727,-0.0868122802535003,-0.743071085776158,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"21",7.1825417,79.754152,89.4188,1.3535794,-10,1.53686870319305,-0.0266311820658727,-0.0724207145198678,-0.743071085776158,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"22",7.1842083,81.8554,89.4188,1.2947508,-10,1.47167284020216,-0.0266311820658727,0.272976863087305,-0.743071085776158,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"23",7.185875,81.8554,95.087298,1.2421505,-10,1.41337939191204,-0.0266311820658727,0.272976863087305,0.110898279969658,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"24",7.1875417,81.8554,97.4026,1.149835,-10,1.31107220306281,-0.0266311820658727,0.272976863087305,0.459702668795415,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"25",7.1892083,81.8554,97.4026,0.93741759,-10,1.0756639771448,-0.0266311820658727,0.272976863087305,0.459702668795415,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"26",7.190875,81.8554,97.4026,0.68916627,-10,0.800543388757045,-0.0266311820658727,0.272976863087305,0.459702668795415,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"27",7.1925417,81.8554,97.4026,0.47411809,-10,0.562219653707754,-0.0266311820658727,0.272976863087305,0.459702668795415,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"28",7.1942083,81.8554,97.4026,0.31971129,-10,0.39110076633559,-0.0266311820658727,0.272976863087305,0.459702668795415,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"29",7.195875,81.8554,98.58917,0.22304076,-10,0.283967184555012,-0.0266311820658727,0.272976863087305,0.638461562300009,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"30",7.1975417,81.8554,99.1736,0.15778502,-10,0.211648545586733,-0.0266311820658727,0.272976863087305,0.726506987458988,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"31",7.1992083,82.027924,99.1736,0.101870737,-10,0.149682428193119,-0.0266311820658727,0.301335900991968,0.726506987458988,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"32",7.200875,86.1685,99.1736,0.049609382,-10,0.0917646103239465,-0.0266311820658727,0.981952810703909,0.726506987458988,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"33",7.2025417,86.1685,99.1736,-0.00386047213,-10,0.0325074924594644,-0.0266311820658727,0.981952810703909,0.726506987458988,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"34",7.2042083,86.1685,99.1736,-0.121588145,-10,-0.0979623339628727,-0.0266311820658727,0.981952810703909,0.726506987458988,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"35",7.205875,86.1685,98.417676,-0.3302551,-10,-0.329214177605364,-0.0266311820658727,0.981952810703909,0.612625684363876,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"36",7.2075417,86.1685,97.7199,-0.53842158,-10,-0.559911377766107,-0.0266311820658727,0.981952810703909,0.507504481506849,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"37",7.2092083,86.1685,97.7199,-0.69477234,-10,-0.733184627979131,-0.0266311820658727,0.981952810703909,0.507504481506849,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"38",7.210875,86.1685,97.7199,-0.78731082,-10,-0.835738930877133,-0.0266311820658727,0.981952810703909,0.507504481506849,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"39",7.2125417,86.1685,97.7199,-0.82660223,-10,-0.879283012889606,-0.0266311820658727,0.981952810703909,0.507504481506849,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"40",7.2142083,86.1685,97.7199,-0.83341077,-10,-0.886828469368394,-0.0266311820658727,0.981952810703909,0.507504481506849,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"41",7.215875,86.282592,97.407819,-0.82272949,-10,-0.874991110202149,-0.0266311820658727,1.00070695130243,0.460488920483218,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"42",7.2175417,89.0208,96.7742,-0.80231026,-10,-0.852361822381948,-0.0266311820658727,1.45080632566689,0.365033084465548,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"43",7.2192083,89.0208,96.7742,-0.77958675,-10,-0.827178852795179,-0.0266311820658727,1.45080632566689,0.365033084465548,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"44",7.220875,89.0208,96.7742,-0.76105947,-10,-0.80664628855816,-0.0266311820658727,1.45080632566689,0.365033084465548,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"45",7.2225417,89.0208,96.7742,-0.74975591,-10,-0.794119297450615,-0.0266311820658727,1.45080632566689,0.365033084465548,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"46",7.2242083,89.0208,96.7742,-0.74203485,-10,-0.785562555153425,-0.0266311820658727,1.45080632566689,0.365033084465548,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"47",7.225875,89.0208,96.794519,-0.75585025,-10,-0.800873253105856,-0.0266311820658727,1.45080632566689,0.368094178170192,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"48",7.2275417,89.0208,96.9305,-0.85018616,-10,-0.905419529296028,-0.0266311820658727,1.45080632566689,0.388579959116658,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"49",7.2292083,89.0208,96.9305,-1.00584714,-10,-1.07792834176323,-0.0266311820658727,1.45080632566689,0.388579959116658,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"50",7.230875,89.0208,96.9305,-1.1489987,-10,-1.23657378790154,-0.0266311820658727,1.45080632566689,0.388579959116658,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"51",7.2325417,89.1214,96.9305,-1.2473052,-10,-1.34552040748988,-0.0266311820658727,1.4673426870613,0.388579959116658,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"52",7.2342083,91.5358,96.9305,-1.3051054,-10,-1.4095765624901,-0.0266311820658727,1.86421536052715,0.388579959116658,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"53",7.235875,91.5358,96.987708,-1.3853122,-10,-1.49846447659545,-0.0266311820658727,1.86421536052715,0.397198446672902,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"54",7.2375417,91.5358,98.3607,-1.5000576,-10,-1.62562924640529,-0.0266311820658727,1.86421536052715,0.604042148022726,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"55",7.2392083,91.5358,98.3607,-1.5985811,-10,-1.73481635280223,-0.0266311820658727,1.86421536052715,0.604042148022726,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"56",7.240875,91.5358,98.3607,-1.6533751,-10,-1.79554093432759,-0.0266311820658727,1.86421536052715,0.604042148022726,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"57",7.2425417,91.5358,98.3607,-1.6638237,-10,-1.8071204295739,-0.0266311820658727,1.86421536052715,0.604042148022726,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"58",7.2442083,91.5358,98.3607,-1.6476352,-10,-1.78917978118131,-0.0266311820658727,1.86421536052715,0.604042148022726,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"59",7.245875,91.5358,98.469078,-1.6010682,-10,-1.73757264193447,-0.0266311820658727,1.86421536052715,0.620369487632055,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"60",7.2475417,91.5358,100.167,-1.5184415,-10,-1.64600291203116,-0.0266311820658727,1.86421536052715,0.876164474844871,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"61",7.2492083,91.636124,100.167,-1.4305817,-10,-1.54863368204426,-0.0266311820658727,1.880706353773,0.876164474844871,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"62",7.250875,94.0439,100.167,-1.3547271,-10,-1.46456902456765,-0.0266311820658727,2.27649019167347,0.876164474844871,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"63",7.2525417,94.0439,100.167,-1.2851201,-10,-1.38742817071073,-0.0266311820658727,2.27649019167347,0.876164474844871,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"64",7.2542083,94.0439,100.167,-1.2249021,-10,-1.32069252720425,-0.0266311820658727,2.27649019167347,0.876164474844871,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"65",7.255875,94.0439,100.24287,-1.181418,-10,-1.27250196299088,-0.0266311820658727,2.27649019167347,0.887594426091062,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"66",7.2575417,94.0439,101.01,-1.1556398,-10,-1.24393368165575,-0.0266311820658727,2.27649019167347,1.00316393313589,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"67",7.2592083,94.0439,101.01,-1.1418916,-10,-1.2286974570376,-0.0266311820658727,2.27649019167347,1.00316393313589,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"68",7.260875,94.0439,101.01,-1.1374607,-10,-1.22378698238197,-0.0266311820658727,2.27649019167347,1.00316393313589,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"69",7.2625417,94.0439,101.01,-1.1373899,-10,-1.22370851940478,-0.0266311820658727,2.27649019167347,1.00316393313589,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"70",7.2642083,94.0439,101.01,-1.1373809,-10,-1.22369854529751,-0.0266311820658727,2.27649019167347,1.00316393313589,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"71",7.265875,94.109904,101.4771,-1.1389317,-10,-1.22541719480347,-0.0266311820658727,2.28733975427264,1.07353338386867,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"72",7.2675417,95.694,102.74,-1.1445682,-10,-1.23166375653957,-0.0266311820658727,2.54772925665276,1.26379152844249,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"73",7.2692083,95.694,102.74,-1.1540655,-10,-1.24218898864748,-0.0266311820658727,2.54772925665276,1.26379152844249,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"74",7.270875,95.694,102.74,-1.1636708,-10,-1.25283391004262,-0.0266311820658727,2.54772925665276,1.26379152844249,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"75",7.2725417,95.694,102.74,-1.168928,-10,-1.25866011856902,-0.0266311820658727,2.54772925665276,1.26379152844249,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"76",7.2742083,95.694,102.74,-1.1682259,-10,-1.25788202737858,-0.0266311820658727,2.54772925665276,1.26379152844249,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"77",7.275875,95.694,103.07276,-1.1568475,-10,-1.24527209602791,-0.0266311820658727,2.54772925665276,1.31392241781487,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"78",7.2775417,95.694,103.448,-1.1408971,-10,-1.22759531818431,-0.0266311820658727,2.54772925665276,1.37045299519224,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"79",7.2792083,95.694,103.448,-1.1283499,-10,-1.21369008276958,-0.0266311820658727,2.54772925665276,1.37045299519224,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"80",7.280875,95.694,103.448,-1.1210787,-10,-1.20563189068309,-0.0266311820658727,2.54772925665276,1.37045299519224,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"81",7.2825417,95.68182,103.448,-1.112009,-10,-1.1955805394939,-0.0266311820658727,2.54572714053165,1.37045299519224,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"82",7.2842083,95.3895,103.448,-1.0990603,-10,-1.18123034807152,-0.0266311820658727,2.49767635362495,1.37045299519224,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"83",7.285875,95.3895,102.89992,-1.0865806,-10,-1.16739991846131,-0.0266311820658727,2.49767635362495,1.28788376257048,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"84",7.2875417,95.3895,102.564,-1.0765044,-10,-1.15623312960914,-0.0266311820658727,2.49767635362495,1.23727681354424,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"85",7.2892083,95.3895,102.564,-1.0670474,-10,-1.14575255933711,-0.0266311820658727,2.49767635362495,1.23727681354424,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"86",7.290875,95.3895,102.564,-1.0570536,-10,-1.13467708897817,-0.0266311820658727,2.49767635362495,1.23727681354424,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"87",7.2925417,95.3895,102.564,-1.0544431,-10,-1.13178404375292,-0.0266311820658727,2.49767635362495,1.23727681354424,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"88",7.2942083,95.3895,102.564,-1.0586286,-10,-1.13642255775034,-0.0266311820658727,2.49767635362495,1.23727681354424,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"89",7.295875,95.3895,101.33355,-1.0626499,-10,-1.14087909970179,-0.0266311820658727,2.49767635362495,1.05190731952979,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"90",7.2975417,95.3895,100.671,-1.0644009,-10,-1.14281961768279,-0.0266311820658727,2.49767635362495,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"91",7.2992083,95.330708,100.671,-1.068623,-10,-1.14749869304977,-0.0266311820658727,2.48801228047286,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"92",7.300875,93.9197,100.671,-1.0750059,-10,-1.15457244074876,-0.0266311820658727,2.25607452482272,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"93",7.3025417,93.9197,100.671,-1.083407,-10,-1.16388282659123,-0.0266311820658727,2.25607452482272,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"94",7.3042083,93.9197,100.671,-1.091177,-10,-1.17249380586729,-0.0266311820658727,2.25607452482272,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"95",7.305875,93.9197,100.135064,-1.093557,-10,-1.17513140312302,-0.0266311820658727,2.25607452482272,0.871353259305153,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"96",7.3075417,93.9197,99.8336,-1.0912075,-10,-1.17252760700859,-0.0266311820658727,2.25607452482272,0.825937168327403,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"97",7.3092083,93.9197,99.8336,-1.0831114,-10,-1.16355523257914,-0.0266311820658727,2.25607452482272,0.825937168327403,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"98",7.310875,93.9197,99.8336,-1.0760188,-10,-1.15569497111024,-0.0266311820658727,2.25607452482272,0.825937168327403,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"99",7.3125417,93.9197,99.8336,-1.0704968,-10,-1.14957530218329,-0.0266311820658727,2.25607452482272,0.825937168327403,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"100",7.3142083,93.9197,99.8336,-1.071116,-10,-1.15026152076344,-0.0266311820658727,2.25607452482272,0.825937168327403,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"101",7.315875,93.510192,99.940096,-1.0763209,-10,-1.15602976864425,-0.0266311820658727,2.18876068504238,0.841980981269466,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"102",7.3175417,83.682,100,-1.0821772,-10,-1.16251992024456,-0.0266311820658727,0.573228530314239,0.851005626049378,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"103",7.3192083,83.682,100,-1.0836322,-10,-1.1641324009198,-0.0266311820658727,0.573228530314239,0.851005626049378,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"104",7.320875,83.682,100,-1.0824731,-10,-1.1628478467269,-0.0266311820658727,0.573228530314239,0.851005626049378,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"105",7.3225417,83.682,100,-1.075576,-10,-1.15520424503258,-0.0266311820658727,0.573228530314239,0.851005626049378,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"106",7.3242083,83.682,100,-1.0674781,-10,-1.14622987578167,-0.0266311820658727,0.573228530314239,0.851005626049378,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"107",7.325875,83.682,100.45628,-1.00435477,-10,-1.07627444637813,-0.0266311820658727,0.573228530314239,0.919745024423075,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"108",7.3275417,83.682,100.671,-0.70719609,-10,-0.746953051889153,-0.0266311820658727,0.573228530314239,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"109",7.3292083,83.682,100.671,-0.19421695407,-10,-0.178452059798935,-0.0266311820658727,0.573228530314239,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"110",7.330875,83.682,100.671,0.39357298,-10,0.472956812910143,-0.0266311820658727,0.573228530314239,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"111",7.3325417,83.55436,100.671,0.94506815,-10,1.08414258893505,-0.0266311820658727,0.552247405380019,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"112",7.3342083,80.491,100.671,1.3802429,-10,1.56641810421326,-0.0266311820658727,0.0487004069587432,0.952092976598933,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"113",7.335875,80.491,100.4351,1.6680848,-10,1.88541432502147,-0.0266311820658727,0.0487004069587432,0.916554219527934,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
"114",7.3375417,80.491,100.334,1.7987305,-10,2.03020035014445,-0.0266311820658727,0.0487004069587432,0.901323323640363,"Study1","G2","T1","TurnTaking","Study1_G2_T1_TurnTaking.csv",0.373490272166101,20,0,NA,NA,NA
