"","RR.Resp","DET.Resp","NRLINE.Resp","maxL.Resp","L.Resp","ENTR.Resp","rENTR.Resp","LAM.Resp","TT.Resp","RR.HR","DET.HR","NRLINE.HR","maxL.HR","L.HR","ENTR.HR","rENTR.HR","LAM.HR","TT.HR","condition","group1","group2"
"25",3.63457142444773,81.4965339399347,49550,22,3.35489404641776,1.59534960284527,0.541817851934872,93.3443802763043,5.69537255840388,0.505028526764326,75.082212879324,6204,12,2.90731785944552,1.30418394483173,0.543886949370282,79.6403446696915,3.06209987195903,"Synchronous","G7","G5"
"26",2.99433676261248,75.8633001481728,45500,19,2.80189010989011,1.21861911864063,0.421613280475599,90.7311644956471,3.48792148968294,0.229042409320124,81.9274896741625,2788,12,3.20157819225251,1.39182526828438,0.60446203378942,87.3703533731069,3.85853263072558,"TurnTaking","G7","G5"
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SelfPaced","G7","G5"
"28",3.69481559777063,80.4517768700659,51081,27,3.26587185059024,1.52060689819521,0.466716342026692,91.200285495204,3.76424689981887,0.036810762617672,58.5379782981154,373,10,2.74798927613941,1.17747626729759,0.535892543458209,66.3049685893775,3.13783783783784,"Conversation","G7","G5"
"29",3.65028729574936,81.4624621692863,44891,28,3.71753803657749,1.77352881899441,0.550977706344737,88.3173874841355,5.32608183691493,9.72064814692182,97.6283986608649,40277,278,11.2079350497803,2.84905486325426,0.549821279797313,99.0652871614315,23.4484770923983,"Synchronous","G8","G6"
"30",4.0058187924402,79.4744965816034,55681,25,3.20879653741851,1.4870559937,0.474265264514078,90.2158682994311,4.19754542820481,0.0998999108847386,77.6304713804714,1143,10,3.22747156605424,1.49169405718589,0.678899222488365,81.2920875420875,3.3017094017094,"TurnTaking","G8","G6"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SelfPaced","G8","G6"
"32",4.87140336850636,76.4293630734004,66982,28,3.11950971902899,1.4418789039168,0.447944867204014,88.835770014375,4.20559663370794,1.0689206373833,85.3066121228808,8723,56,4.97248652986358,2.01442440609294,0.502684531826888,87.35397081383,5.9158231220032,"Conversation","G8","G6"
"33",4.39680900102474,80.2959198560521,55285,24,3.58388351270688,1.70894609121018,0.552870469104513,94.105513138485,6.01473825990105,0.191138465859437,78.0246370435548,2378,10,2.98317914213625,1.34449029026914,0.611903901010939,81.0162780466344,3.08071936428273,"Synchronous","G9","G5"
"34",3.69985821860777,74.2157174367421,52077,23,2.95913743111162,1.33086447756851,0.43713406775339,92.2669787422583,3.78424556066921,0.119261825431213,77.7895293495505,1032,81,4.27616279069767,1.82476615015865,0.560071234496556,83.6065573770492,5.38977272727273,"TurnTaking","G9","G5"
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SelfPaced","G9","G5"
"36",3.7517455397306,77.0842634193604,51995,27,3.12153091643427,1.44025474077847,0.447440292555381,91.7455854555126,3.98814955509218,0.0123193071924362,60.580204778157,124,8,2.86290322580645,1.22900238550783,0.631582288680941,63.481228668942,3.07438016528926,"Conversation","G9","G5"
